Author,Datetime,Title,Content
maria76995,2018-01-18T22:01+00:00,NO BODY HEAT,"Hi, I can feel like my body is being to cool some parts of it is hot, some parts of it is warm some parts of it cold like I got no blood Lol strange anyone relate to this I guess it's Anxiety tomorrow another day so probably go back hot."
anetta94863,2018-01-18T23:35+00:00,Guys do you see a reduction of your symptoms in winter?,I was wondering if anyone sees any reduction of some symptoms in winter?
maria76995,2018-01-17T16:33+00:00,UNRELAX,"Hi girls, are you relax in bed because I can't seem to stay quiet at times till I try and drop off so horrible while you are trying to settle down, my Dr now gave me a few sleeping tablets to help."
maria76995,2017-12-03T22:26+00:00,INSOMNIA,"Hi girls of someone at the beginning of peri menopause that couldn't sleep for days or slept for 3 hours and wake up and never drift back off, due to being hot and or to cold or even stress out my sleep has improved early last year I have been sleeping back better then I was most days..I still might get the odd night I can't sleep but I do tend to drop off the next night with out a problem I'm so glad for it...I really do think for all of you that are not getting not much to any at all, it will get better to me this is all temporary, I have a friend in that is now in Post meno and she is now sleeping much better herself look forward to it when the time comes HUGS"
tina00239,2018-01-15T11:38+00:00,Severe menopausal side effects,"I am suffering severe menopausal side effects. I am permanently flushing, all my primary senses have been dramatically altered and I'm having severe panic attacks I feel so unwell that I cant function normally and cant go out or.talk to anyone on the phone I just dont know what to do. Dr has just prescribed anti-depressants which I am reluctant to take but dont know what else to do. Any advice gratefully received. Thank you."
maria76995,2018-01-17T16:11+00:00,NERVE ENDINGS,"Hi girls, is the menopause upsetting your nerves I notice it's going in my legs and tummy a lot and sometimes I can't settle down at night on the sofa because my mine then goes racing with it and heart start to go off,this is not nice was just wondering Vitamin B might help calm me down."
LadyPink,2018-01-18T16:40+00:00,Clonidine for menopausal flushes,"Hello Ladies, Has anyone out there tried using CLONIDINE to help with (nuisance) night hot flushes during menopause? If so I'd love to hear from you. My GP has suggested I try it as I can no longer take HRT but I'd like to know more about it first if I can. Thanks - LadyPink"
helenkenny,2018-01-17T18:23+00:00,Migraine and nausea,I have had no periods now for over 10 years. Since they stopped I have had increasing migraines and or nausea. Have tried everything from amitriptyline to acupuncture. No help. Occasionally have a week or so with no headache but usually feel as if I am getting or getting over one. The nausea is debilitating. Any suggestions. I'm 57 .
penny9661,2018-01-16T16:21+00:00,Menepause,I’ve had the rod in for 7 years with no periods now it’s due out I’m getting bad period pains 😞 how do I know if I have had the menopause 🙂
Erin_from_Calif,2018-01-17T19:25+00:00,Perimenopausal depression and anxiety - Bioidentical hormones anyone?,"Hi, I am 49 and perimenopausal with anxiety and depression so I am not on minivelle estrogen patch.075 and lexapro. Not on progesterone as I have still have my period (22-26 day cycle so I am still shedding my lining naturally). I really want to get my horomones under control so I don't have to be on Lexapro. I have an appointment with a Naturopathic doctor on Friday. Can anyone share their experience? Did anyone have depression/anxiety and hormones helped? What type of hormones do you take?"
Guest,2018-01-15T22:05+00:00,Rash,"Hi ladies, this itching is driving me crazy, I have a rash all over me. The gp has taken me off my HRT hoping that that was the cause but I’m still itching , as anyone else had this rash and was it your HRT?  Thankyou Sandy. X"
wantoknow,2015-05-08T17:44+00:00,Perimenopause-Night sweats without day time hot flashes-worried???,"I am past 50 and still getting monthly periods. Every night now for the past 3 weeks I've been waking up about 2 hours after falling asleep with night sweats that slightly dampen my bed. My heart feels like it's racing and I have trouble falling back asleep. I assume this is perimenopause except I never have hot flashes during the day. I thought they go hand in hand. During the day I have anxiety and moodiness. I read here that people get them but not every night like me, which worries me. Does anyone here experience just night sweats every night but no daytime hot flashes?"
elaine0529,2018-01-16T17:57+00:00,I've had strange tingling and then hot flashes for months? Anyone else?,"The tingling begins in my lower pelvis region then spreads to legs and arms.  Almost immediately thereafter, I experience an extreme hot flash.  It goes away in about 1-2 minutes.  This happens at least once an hour.  Anyone else have a similar experience?  My doctor says it's symptomatic to perimenopause so I haven't been too concerned, but it's just such a nuisance."
Erin_from_Calif,2018-01-15T04:23+00:00,"Perimenopause, anxiety, depression, Lexapro/cipralex",Click here to view image
lois_39338,2018-01-13T14:52+00:00,Please talk to me,Hi ladies I have horrible health anxiety and menopause is making it worse I have had this bout of cold and sinus issues since before Christmas been to docs 2 antibiotics and i am better but not great I am convinced it’s something worse because now my back and ribs hurt.I am a mess can’t get past this.alls I want to do is curl up in bed and cry😢😢
chris_33782,2018-01-12T17:54+00:00,Menapause or not,Fsh was 84 and estradiol was less then 5 in August.  I? had 3 months of no period leading up to that lab.  I? went 3 more months without a period then I? got a normal period in December that lasted 3-4 days.  Had labs done again in December and fsh was 28 and estradiol was 17.  Dr says I’m post menapause but I? got period in dec and then 30 days later another period in January.  So I? guess my question is- am I? post menapause and having abnormal bleeding or are labs wrong.  I? did have TVU done in may and dec and all that’s seen in a fibroid and uterine thickness was 6 and then 5.   Please help me understand this better
dee28383,2018-01-14T23:17+00:00,Sore bottoms of feet!!!,"Hey ladies! I am wondering if anyone else has really sore feet (heel bottoms, outer sides..mainly right foot)? I went through a very bad hormone imbalance at the same time I had a bout of chronic sinusitis and my last period before full blown menopause!! It took a year and a half of pure heck to finally get figured out that my hormones were keeping me so extremely feeble with crashing fatigue 24/7! It was so horrible and I never heard of anything like it before. Anyways, I started a low dose of HRT a month ago, and now just started doubling that dose. I am feeling SO much better already!! But, I started getting really sore soles of the feet about 10 months ago, and I still have very sensitive parts. My husband knows reflexology, and says my most painful spot is connected to my shoulders. But, I feel fine there. Any ideas..or similar symptoms with anyone?"
sharon_72629,2018-01-15T10:56+00:00,I been having g brown discharge and,It smells bad. Didn't have a period for 2 months then this . I'm also a BC patient 20 plus years on. Feeling really vulnerable right now
HotDot7,2014-08-01T20:29+00:00,Vertigo and dizziness help! B6 and B12,Click here to view image
sarah39816,2018-01-06T18:51+00:00,So many symptoms! The lastest one is thinning hair....,"Hi, Ladies, It's been a couple months since I've posted to the site, but I faithfully read nearly every post from all these brave ladies.  I saw my doctor a few times over the last several months and after many tests she confirmed that I was in peri due to my symptoms and extremely low hormone levels, especially my estrogen.  I have been in peri for about 5 years per the multitude of symptoms I've experienced.  My dr. advised I was anemic and so I recently finished a course of iron infusions, I was also put on adrenal supplements, vitamin D, magnesium and iron when I have a bleed.  I was also prescribed BHRT, but have had reservations about beginning for fear I might feel worse.  I've had nearly every every symptom on the list and they have all been extremely frustrating.  My latest symptom that has been stressing me is hair loss. My whole life (I just turned 47) I have had very thick, long dark hair.  Over the last few months I have noticed extreme hair shedding.  My hair seems to be lying about everywhere and when I wash it I can literally pull small clumps of long strands as I wash and rinse it.  There's always a a lot of hair in the bottom of the shower and when I comb thru it, it still comes out in alarming (or what feels like alarming) rates.  I know this symptom may seem trite in relationship to so many of the other horrible symptoms, but I just feel freaked out about it.  It is really heightening my already long present anxiety.  I have had my thyroid checked twice over the last few months, results did not warrant prescription thyroid meds at this time.  My question is: are you ladies experiencing this symptom, what are you doing about it, does it slow up and if so, when?  How did you deal with it overall?  I very much appreciate your input.  Thank you."
kim93615,2018-01-15T02:06+00:00,Bruise,"Hi....ladies I want to know if anybody through perimenpause, weight going up and down, bruise appear out nowhere on your body, sleepless at night, sipping heartbeats, feeling strange for no reason."
Str8tfans,2018-01-12T15:42+00:00,Omg is anyone on right now??!!,"Y’all I just had the WORST dizzy spell that lasted like two seconds, the kind where your eyes feel like they’re gonna “jiggle”, immediately followed by naseua, passed quickly butbleft me feeling woozy, TERRIFIED, and my head feeling heavy and like “thumpy” Or “clicky” (if that makes sense?)  Now I’m laying on the couch trying to will this away- I can feel my stomach gurgling like I have gas (which I’ve had for like three days btw) and the anxiety that kicked in immediately so I start thinking “does my left arm feel numb?” Even tho it really doesn’t.  Feels like a headache might start- but no pain. I took an aspirin out of literal panick and fear😩 I hate this. I don’t cry and I’m fighting back tears right now, is anyone online to talk about this with me and compare things? I always feel better reading someone else’s experience 😩"
anetta94863,2018-01-13T23:14+00:00,"Guys, why do you think some people do not have symptoms.",How come some women feel no symptoms during meno?
maria76995,2018-01-09T21:56+00:00,STINGING,"Hi, anyone experience any stinging in the body..I Occasionally feel it in my elbows."
Gypsy014,2018-01-09T13:28+00:00,Incontinence...symptom of peri/meno??,"Is anyone else experiencing incontinence with pari/memo?? Is this indeed a symptom? I thought I read it is.. I have always had the frequent urge to urinate, however lately my bladder has been having little spasms, like the feeling when your bladder is being pushed on. And some leakage in the middle of night while sound asleep, it woke me up and had to change clothes, (sorry TMI) but this is all so frustrating and just want to know if this is normal with the menopause! I just turned 47, and I feel like my symptoms are vamped up quite a bit.. I feel so old like I'm falling apart!! Please anyone else with these awful symptoms do share.."
sarahonadowner,2018-01-06T13:47+00:00,What age were you when you started perimenopause?,Just curious to know. I literally changed overnight at 40. Im 46 and feeling worse than ever these days.
ImagineOneDay,2018-01-13T21:05+00:00,Vaginal cramps!,"Hi, I have been having Vaginal cramps. It feels as if my period is about to come but no. I had it for a week now. It feels very much like I am going to labour. It is so painful. Luckly it is not constant. Has anyone else suffers from it? Anything I can do to stop it. It is Painful!"
jacqueline06286,2018-01-13T16:43+00:00,Head pain and pressure,Hi everyone wondering if anyone had this head and ear pressure on one side of head iv had it for over a month already please let me know
lena53512,2018-01-13T08:22+00:00,Restless nights-what exactly?,"Dear ladies, restless nights are a frequent topic here, and I suffer from bad sleep to. Can we discuss what exactly it is? I was always a great sleeper, and a good sleep was my solution for everything. In peri, namely last two years I felt very sleepy. I was asleep during the day, went to bed early. Not a pleasant thing, but I SLEPT. But this year my sleep pattern changed, and not for good. First strange dreams appeared. Very realistic, and I woke up in confusion where I am exactly. I woke- very unusually for me- early morning, energetic, ready for the day. Then my periods began to change... and my sleep too. Since summer I wake up low, depressed, anxious. Still early morning, in the dark. I need coffee and shower to get ready for the day. Sometimes low mood and anxiety due to my dreams persist until afternoon. My dreams are not real nightmare, but very realistic- about travels, strange cities, me being in a strange land, in a war zone, etc. The worst came during fall. When falling asleep I have every night, only the intensity differ, the scary whoosh feeling/sound in my head. Sometimes also around my upper torso or abdomen. It wakes me up, I am scared, heart beating, palms sweating. Feel like headache is coming. This repeats 3-4 times, usually lessens in intensity, then I finally sleep. Sometimes it goes with jerks in my legs. Not finished yet: I awake up 3-4times at night. Again I wake up with a jerk and whoosh feeling. As if my body and mind could not decide between sleep and waking. And a night grand finale, night sweats! It comes very early morning. My bedroom is 15°C now, at night even less, but I wake up hot, burning, sweating over my body, face and scalp. Terrible anxiety, fears, panick, heart palpitations follow. I try to fall asleep, and if I am lucky I wake up with a jerk and doom and gloom feeling that lifts later, if I am not, my day is spoiled with terrible anxiety. I do not take hrt or other pills. I take iron, and I started with very moderate magnesium, C, B supplements. I walk, do sports, started with meditations last week. And I am really fed up with my bad sleep."
jan66332,2018-01-11T09:49+00:00,Piturity tumor,"Hi my auntie had a piturity tumor , I’m peri and all the peri symptoms relate to piturity tumor ... really worried now 🙁"
RedRexy,2015-05-07T12:56+00:00,perimenopausal .. concerned about how my family are going to cope with me,"hi .. im 43 and am 100% certain that my menopause is well on its way .. i have all the symptoms .. including :- irregular periods, frequent urination, over emotional, lethargic, foggy brain etc etc .. i am starting to feel really anxious lately as i know that the change in me is going to have a really bad affect on my family .. my daughter is 9 and is the sweetest little girl you could ever meet .. and my husband is 12 years younger than me .. my worries re:- my daugher .. i am finding myself snapping at her for absolute no reason at all which is really upsetting me .. i am also crying a lot, which makes my daughter feel concerned for me .. i am forever apologising to her for snapping and for not being myself .. and explain to her that its just womens problems and that she will understand when she is older .. but i just cant cope with the guilt i feel .. my worries .. re:- my husband .. so my husband is in his early 30's and to be honest, isnt the most understanding of people .. for instance when ive had pmt in the past .. he has said that i am the only woman he knows who is badly affected with it .. as if im exaggerating things .. its so awful at times .. and now im going through these changes .. i just know he isnt going to be my rock .. even though he has said 'we' will get through it .. i cant stop thinking that he will walk when the going gets tough .. Click here to view image"
LauraC25,2018-01-13T04:50+00:00,Anyone out there that can put my mind at ease?,"I am 45 years old and have suffered with bad anxiety for over 10 years now, and this past year has been really bad. Especially with flu season, my family had the circle of sickness just continue since October. Now we are all FINALLY getting better, but my anxiety is killing me. I am worried about EVERYTHING! I’m driving myself crazy with worry, especially when I hear someone cough or sneeze! My anxiety has never been this bad before and I’m not sure why, all of the sudden it has spiked.  Also, I have been having this muscle spasm in my right lower abdomen all of the time. It is strong, like a baby kicking. No. I’m not pregnant. It’s been going on for over a week now and it happens quite a few times a day. I see my GYN on the 22nd of this month and get my blood test results that will determine all of my hormone levels. I’m going through menopause, I’m just not too sure where I’m at."
Mamaw08,2018-01-13T20:44+00:00,Perimenopause discharge,"Does anybody else going through perimenopause have problems with foul smelling discharge? I know this is TMI but I am loosing my mind over this issue. I'm having constant slight bleeding, enough so that I have to wear a tampon but when changing the tampon, the smell is horrible. Almost like a rotten Smell or a poop smell. I have done the check for a lost tampon because I read about that, but there is nothing up in there. I know my hormones are to blame for the prolonged bleeding but is this smell from hormones as well? I don't have health insurance to be able to go to the Dr right now. Please help!"
Guest,2018-01-11T00:00+00:00,Work and sickness,"I’m on my fifth day of having a horrible cold.  At my job, we earn sick time.  I try very hard not to abuse it.  When I had surgery last year, I had to use four weeks of it.  I’m always worried now about running out, that something bad will happen and it will all be gone.  The cold started Saturday and I stayed home Monday.  I went part of Tuesday and most of today to work, even though I am clearly sick.  I’ve had a few coworkers at this same place over the years who ran out of sick time due to major illnesses and really had rough times with management.  Any of you ladies struggling with this?  I know there are lots of jobs that don’t offer sick time at all.  Any experiences and advice would help so much."
nicnoc48,2018-01-08T14:03+00:00,Has anyone been on the hrt gel,"Hello , my mum had breast cancer but dr still put me on hrt gel a few months back , not sure if I should stop , what are people’s views ?"
kim93615,2018-01-12T03:16+00:00,One minute you feel good the next you dont,"Do any body mess going through perimenpause. Do anybody have skipping heartbeats, restless nite, losting weight for no reason, dose anybody burning feeling on any part of their body. Dose anybody feel sick do to perimenpause, does anybody have a ring sound in their ears that's hide in come. Dose anybody crave all the time for sweet"
Rictina,2009-03-12T23:03+00:00,Can you start the menopause at the age of 35.,"Hi there. I am 35 years old, & for the last few months have had hot flushes in the night. My body feels totally wet through, including the bed. I know it sounds disgusting !. I have been thinking that maybe its the early stages of the Menopause. Does anyone know ? Rictina"
Eliaimee1970,2018-01-11T01:49+00:00,Weird headache,As I’m writing this I m in my room and I just got this weird pain on my right sided the head  it just gave me this chill sensation. Ansiety kicks in. I’m 47 my period just end it yesterday . I’m scared is like my body is dumping something! I check my BP 119/79 Pulse 89 w irregular heartbeat and I took it again and I went away.  I’m sick of this crap. I feel my body is riding an endless roller coaster. Is scary now
Eliaimee1970,2018-01-10T20:04+00:00,Hormones blood work,I have few blood work to see where my hormones where and the 2 of them were normal and the one that produce breast milk prolactin was high so i google it and i was scare like high levels can cause tumors in the pituitary gland . So I went and I retake it. And hope is normal . Cam anyone’s here experience this. Thanks in advance
leslie95604,2018-01-08T22:22+00:00,I need encouragement. I need to know if anyone else is as debilitated as I am.,"I am so concerned that I am actually dying. I can't believe how terrible I feel. My whole body hurts like when you have a bad flu yet I don't have a fever. Randomly I get hot AND freezing cold simultaneously or one then the other follows. Something seems to be developing inside my throat like a lump. I cry so often I think the strain on my throat muscles is causing it maybe? I did a home test, saliva hormone panel and it revealed that I am super hormonally imbalanced. Barely traceable Estrodiol. Progesterone super low. Testosterone super high. Cortisol way high at night. These past 2 years I have been deteriorating with the last 2 months feeling like my hips are fractured. If you could, see me. I am scared. Year and a half now severe insomnia. Moods are all over the place, but never joyful. I spend most of my time in my houserobe in a recliner perusing Pinterest or doing easy crossword puzzles. What kind of life is this? I can't go into town due to anxiety. This can't be simply hormonal imbalance. I am only 52. Hysterectomy 15 years ago. My hubby tells me he watched his own mom go through the exact same thing. She suffered for two years and then went onto HRT. She found relief. My mom showed no signs of anything like this at all. This, whatever it is, has rendered me so disabled. I have another hormone test being sent to my home from a women's clinic in Ohio called The Happy Hormone Cottage. This is a urine test kit that looks even further into my hormone status. I am taking the steps to get onto BHRT. If anyone else is this bad off I sure would appreciate your comments and reassurance. I have become such an Eyeore! A crippled one at that!"
Indifferent,2018-01-09T17:07+00:00,Pineapple Juice!,"I found this out accidentally...in my case anyway.  I got my husband to start taking it for a cough he's had for some time.  He is always so phlegmy.  So since it was in the fridge I started drinking some too...and researching all the benefits. Well...4 days in I have no knee pains today...my vaginal odours are gone...and I mean completely gone.  It is also touted to be good for hair and skin...and many other things that are actually peri symptoms if you look it up.  But a glass or two a day...and I am noticing differences.  Just a cheap thing for you all to try for a week or two and see if it makes a difference in your life. On another note...I have been doing very well for about 8 months now...only real symptom has been knee pain and some small anxiety bouts the day before my period.  I find it funny that the anxiety has gone...and it used to be a minute to minute occurrence.  So that in itself has been a real God send. But over Christmas I got hit with some big stressors and went down a rabbit hole for three weeks.  Managed to pull back out after a huge depressive episode...and decided to really change things this year.  I am not taking on any additional stress anymore...shut those feelings off!  lol! Another thing I've noticed over the summer is that the week before my period I get this huge urge to have dinner guests...hahaha...and the day they are coming usually lands right on the day that I start my period, and I am having crying fits before they show up.  So weird!  So now I make sure to keep my mouth shut when I suddenly feel the urge to have company...until I check my calendar.  It really is humorous in it's own way. Well ladies, I hope ya'll had a great Christmas and New Year...and here's to a great 2018!"
Gypsy014,2018-01-09T13:08+00:00,Joint pain!!!,"Hello anyone else experiencing bad swollen joint pain with the menopause??? I do have R.A. but this is not a flare up, my fingers (thumbs) look like sausages chronically swollen .. And does the winter make your joints hurt worse? My heat has been running a lot with the deep freeze we are in at the moment, and I'm getting no relief. When I get out of bed the bottoms of my feet feel like I'm walking on rocks! And the frozen shoulder pain ugh!! Anyone else with the terrible joint pain/swollen.. What do you do for relief, and what makes it worse.. I feel so awful 😭"
kelly55079,2018-01-08T18:10+00:00,Blood Pressure concerns..,"Just wondering if anyone else has had issues with their blood pressure..  I'm 48 and consider myself healthy but these last couple months I have noticed my BP has gone up.  I exercise regularly and eat oatmeal, spinich and blueberries and other things that help with BP.  It wouldn't hurt to lose 10 pounds so I will do my best!  : )   Today after class I was talking with a women about BP and she says it could very well be hormones. I don't want to worry about strokes and heart attacks just yet, it's  so frustrating to have to monitor something else."
jane66356,2018-01-09T18:30+00:00,Day 50 - no period ...a little spotting.,"Hello ladies, I am 51 years and this is this is new territory in my trip through perimenopause. I am on day 50 with no period but have had a little bit of spotting for the past few days. Not much spotting, just a very little trace. I've heard spotting can happen during perimenopause and this is my first instance with it. I just didn't know if spotting should happen for a few days in a row or not. I felt like a bit of a phantom period too.......Anyone have any experience with us?"
maddysmom2015,2017-12-23T03:25+00:00,Perimenopause and work...,"Do any of you ladies feel that you are having trouble managing all the symptoms and variables of peri and working?  I used to love my job. Now I feel very 'visible' if that makes sense. Like everyone knows something is wrong--the hot flashes, the slowed movements, the brain fog that makes me forget the basics, the sick days I take when my period still beats the heck out of me. And that everyone at work can see and judge my compromised performance.  They aren't wrong. I am not as good as I was 5 years ago. And I hate it. And all the women around me who are roughly the same age seem like they are at their over-achieving best. At the same time, I am so over pretending things are normal. I feel terrible--physically and psychologically. More days than not, I can barely drag myself out of bed and get dressed. (Even if I feel OK physically, psychologically I am dying inside from over-work stress and health anxiety.) The good news is, I essentially quit my second job (one more class to teach in the summer) and this winter is my last overtime class at my full time job. I am hoping that helps.  Any strategies for managing perimenopause and work life?  Love you!"
Cforce,2018-01-09T17:38+00:00,Digestion and other symptoms related?? Anyone else?,"Just wondering if anyone else notices this. And if I've posted about this before I apologize...can't remember half the time what I'm complaining about and what I'm not LOL Sometimes, when I start to feel that bad day coming on, (for me it always starts w/an uneasy feeling in my head, sometimes a pain in the back of my head, other times just an ""empty/woozy"" feeling in my head/upper neck area) It always makes me anxious, because even though I should be used to it after like 10 months, I'm not, and of course I think I'm having a stroke or something.  Anyways, when it starts, I get health anxiety immediately. (of course) and then get the feeling that something is in my throat, then comes the woozy vision, can still see fine, but ""feels like"" I'm gonna suddenly not be able to? Does that make sense?? Then the obvious ever presenting palpitations....because you know...#anxiety.... One thing I HAVE noticed though, and sorry for TMI, is that constipation comes often within my cycle, usually after I start my period, and then it'll go away after a day or two. That being said, it's never like a week or something, but just annoying digestion issues.  I'll notice that when I feel this head/throat/anxiety issue, that it'll be accompanied by either a very talkative stomach lol, and/or on the heels of a day or two w/o a bowel movement, and then once the symptoms get really bad....BOOM....there's the missing bowel movement.  After that the symptoms will subside for a little while, maybe 30 minutes or so, then usually come back for a few hours before they subside later in the day.  Does ANYONE relate to this at all?? Also, today is day 5 of my period and it seems to be on it's way out.  Any relation or knowledge about what our hormones are possibly doing on day 5, or the ""end"" of your period?  Just looking for possibly information from anyone who knows about these specific things.  I DO know that ""gut brain health"" are connected. But just looking for any other info if anyone has it.  Hope you're all hanging in there today! It's a semi-rough one for me, last like 8 days. For 3 days before I started, then really bad the first 3 days, then tapered off yesterday, and started again today semi-rough.  SO thankful for all of you here!"
kate_80669,2018-01-08T18:36+00:00,Groin twinges,"Hi ladies I’m 48 and have been having symptoms of peri for a while. My main issues are periods which still come but can be up to 5 days early or late. The 1st 2 days are uncontrollably heavy and I flood all the time. I have multiple fibroids and have had 2 scans, the last a year ago. My mood is up and down. I’ve gained weight etc. I also get twinges in my right lower abdomen which I am currently experiencing in my right groin - does anyone else get this on and off??  Is it also a symptom of what we are going through that I have developed bad health anxiety? Went for my smear last week and am now worried sick 🤕  Thanks ladies  Xx"
maria76995,2018-01-05T19:44+00:00,OFF STABLE FEELING,"Hi girls anyone feel like there walking feel like they going to fall over...I had the symptom in the beginning of Peri now it's back again,and this symptom to add to it pains in the head not full headache but comes suddenly let me know."
michelleds,2018-01-08T22:44+00:00,CRRRAAAAMMPPPS,"Hey ladies, I am super-happy to have gotten over the massive hemorrhaging but now I've experienced new issue: the most horrible, debilitating 10-day long cramps I've ever felt, along with this, from the 66 symptoms list: ""15. Frequent Urination, or sensations that mimic urinary infections is a disturbing symptom often unrelieved by actual urination. It is often experienced as the sensation of needing to urinate all the time, even immediately afterwards."" Cramps so bad I couldn't do much more than lie in bed, and horrible bladder pain, as though I had a severe UTI. These are both things I've never experienced before. I've never had a UTI and really only suffered very light, negligible cramps all my life. The only good news was I just had very light spotting, rather than extreme bleeding to death, so at least my 8 week iron therapy wasn't wasted. So that's a plus LOL My guts are still very tender and bladder pain is slowly calming down. The bladder pain was the most surprising..Can anyone relate?"
pamela49207,2018-01-06T20:57+00:00,internal pounding and vibrating 24/7 for 4 years now,"I have had pounding and vibrating in my body for four years. I am able to get 4 or five hours of sleep. I take .75 Zanax and 25 mg benadryl and that makes it possible to sleep, but it is not enough and I am severely sleep deprived. These sensations go on in the day but are less. They wake me up and after that there is no more sleeping and I could never sleep during the day.Lying down makes the vibrations start. My life is hell. I feel sick all the time. I have no quality of life and have become depressed. I have been to umteen doctors and noone can help me. Th latest thought from my GP is that I have Dysesthesia. Is anyone familiar with that? Also any suggestions on another med to take to get more sleep? Also, do you all really think this is hormonal and what is your take on that? Has anyone gotten any relief from any hormone that was prescribed? Thank you all for any input"
Stevo100,2018-01-07T23:24+00:00,Clicking in ear,Hi ladies Does anyone else have an annoying clicking in their ear ? This started 2-3 days ago x
sarah99274,2018-01-07T19:42+00:00,Help please! I feel like I’m going mad,Hi everyone. I’m 45 next month and think I’m going through the menopause. I’m so sad right now and feel so down n keep crying. I’m so bad mooded with my husband n children. Don’t know how they r putting up with me. Is it worth me seeing my doctor or not? Thanks in advance xx
ellie309,2018-01-07T13:06+00:00,Can't cope with this,"Sorry if I am being a bit dramatic it is how I feel, I feel a less of a woman and really short and emotional. I am 46 had a hysterscopy and biopsy last year due to having no period for 4 months then a very heavy one my lining was too thick but it was due to the noristerone I was taking for 3 weeks while I had the hysterectomy. My periods have been ok.then gone irregular so starting spotting.or blood there when I wipe for 2 weeks then a bit of a period then tailed off been clear for about 10 days now and noticed some spotting yesterday I am so scared about this my.breast hurt.I feel ratty and tired and my health anxiety has gone out the window. Please can anyone give me any reassurance I can't cope any more."
Guest,2018-01-05T22:05+00:00,New strange symptom,"Something new and out of the blue today. I went out to walk my dog and all of a sudden it looked like it was raining glitter! It stayed with me for a few moments and then went away. I continued my walk but not feeling well. Came home and took a hot bath. Still feeling strange I took my blood pressure and it was first 154/84 and heart rate 119. I usually have very low bp, thought maybe the hot bath raised it, but then read hot bath should lower bp. But now my anxiety is kicking in worrying that I’m having a stroke or something."
sarahonadowner,2018-01-01T22:58+00:00,Doom and gloom!,Hi ladies and happy new year to all of you. So last night my partner of 8 years proposed to me. I accepted. I was happy. Today I feel awful. Anxious and already thinking how a wedding is tooooo much. Im probably going to feel ill anyway so it wont be a nice day. I hate myself for feeling like this. Am I the only one with the doom and gloom?? Every single day I wonder if its my last. The physical symptoms are a living hell. Im not sure which is worse...my mind or my body. I hate sounding so negative so I apologise for that! X
maria76995,2018-01-03T23:21+00:00,EXCITMENT,"Hi, I can't seem to get excited every time I do my heart starts my throat feels like I'm chocking,even if I cry also effects me so I just have to always stay calm like I have to creep around myself sometimes because I might set off this that and third,all I need is my bed at night to sleep it all off..then comes morning I think what now, the nerves are all over my body recently too."
maria76995,2018-01-07T14:38+00:00,Weird head,"Hi, I just bend down my head and when hold up I felt something funny and my heart speed up with it..I nearly freak out cal Ambulance these symptoms are to scary more scarier when your outside too..no control of your own body just have to let it do what it like with you so worrying day by day."
maria76995,2018-01-07T10:57+00:00,Feel Bad,"Hi girls,no sleep just feeling sick last night..couldn't go off with a funny sensation in my chest no idea anxiety/ acid sickness anyone else ."
paulahove24,2018-01-07T16:43+00:00,No period for 8 months,I’ve not had a period for 8 months and today noticed a little pinky discharge. Any ideas?
maria76995,2018-01-01T18:34+00:00,CHILDLESS,"Hi girls, has anyone have no children..how is your journey through the menopause with out them, do you find its worst then other people that had them..because I have been hearing you can have it worst and if you have children it's not so bad.. no idea how true  that is, if you got none  let me know how's your menopause is and if you have let me know too thank you."
sophie76397,2017-02-02T20:56+00:00,Lower back pain and leg pain,Hello everyone - just wondering if anyone suffers from really bad lower back pain which moves to the hips - I am in pain! Can barely get off the sofa it hurts so much. Just got this today - have had an aching leg every now and then since November but today it is off the charts - I am due a period today! But it really doesn't feel its going to happen as don't have the usual normal symptoms - I'm in proper pain - anyone had this??
Rachel_T,2018-01-04T23:39+00:00,Anybody else have any lung discomfort?,"Hello ladies. I'm 46 and have been peri menopausal for about 2 years, having joint pain, hot flushes in the day and really heavy periods. More recently headaches, gas, indigestion and now haven't had a period for about 2 1/2 months. This week my anxiety has been through the roof! I've suffered from early adulthood with health anxiety that comes and goes depending how much stress I have going on, but this was like nothing I've experienced before, especially when already medicating! (I take 50mg of sertraline currently and its normally fabulous!) All that said, I wanted to ask if anybody else has had any lung discomfort? I read that the hormonal imbalance can reduce the levels of secretions in the lungs, however I don't see much mention of it on forums. Any thoughts?"
Mamaw08,2018-01-06T03:18+00:00,Perimenopause or cervical cancer?,"I am 48yrs old, I have been in perimenopause for 2 years now. I have the night sweats, depression, moodiness, blurred vision, lack of libido. I have had irregular periods with very heavy flow, large clots up until the past 3 months, my periods are not heavy anymore, no longer clot at all but the bleeding is constant, even if I'm not having period bleeding, I have light pink discharge, for the past 3 months I have only had maybe one week out of the month that I don't bleed. My back has been hurting me this past month and occasionally my discharge smells foul(sorry TMI ). If been reading and some of my symptoms point towards cervical cancer warning and also hormone imbalance.. I am waiting for my insurance to become active so I can go to the Dr. Has anyone else had the same symptoms? I'm loosing my mind over this constant annoying bleeding. I swear I need to invest stock in kotex!"
paulahove24,2018-01-05T07:20+00:00,Acupuncture,"Hi all Has anyone had acupuncture to help with flushes, aches etc?"
